tweet_no,count,hate_speech,offensive_language,neither,class,tweet
15526,3,0,3,0,1,rt mention these hoe aint loyal
15527,3,0,3,0,1,rt mention my ex bitch keep tryna be my next bitch when she called me tha other day i told her give it a rest bitch
15528,3,0,3,0,1,rt mention mention bitch ya betta haha i care for too love
15529,3,1,2,0,1,rt mention i convinced hitler wa a faggit no bitch no kid all those leather uniform wanted to be alone with his closest men lockhashtag
15530,3,0,3,0,1,rt mention fuck michigan too many wanna be thug if you ask me yall pussy im out this bitch next year
15531,3,0,3,0,1,rt mention you dont know where your boyfriend is at on a saturday night lol he fucking other bitch thats where he at
15532,3,1,2,0,1,rt mention nigga want a virgin porn star and bitch want a dangerous safe nigga
15533,3,2,1,0,0,rt mention dont watch me you beta watch your bitch nigga
15534,3,0,3,0,1,rt mention mention fifty buck say a dense cunt think i say tote on the reg and unfollows bc i said cheerleader countdohashtag
15535,3,0,3,0,1,rt mention i spent my whole fucking life apologizing for not being enough you cant cut nip fuck booze or drug the inadequacy outhashtag
15536,3,0,0,3,2,rt mention yankee acquire chase headley from the padre for yangervis solarte and rafael depaula
15537,3,0,2,1,1,rt mention you dont want to get treated like a ho stop dressing like one if you want to stop getting treated like a thughashtag
15538,3,0,3,0,1,rt mention youre such a bitch me httplink
15539,3,0,2,1,1,rt mention not today bitch not today rt mention mention soooo ur a black feminist u do know how pointless that ihashtag
15540,3,1,2,0,1,rt mention lol at my mention liberal youre a racist bitch liberal yeah kill all white liberal is white liberal nothashtag
15541,3,0,3,0,1,rt mention liberal threaten my life everyday on here so dont mind me while im a total jackass to their butt hurt pussy right hashtag
15542,3,0,2,1,1,rt mention the looter in hashtag are so retarded that they risk arrest to get free food when ebt already pay for their food lohashtag
15543,3,3,0,0,0,rt mention you can no longer run a business n america unless it deemed acceptable by  political group of retard known a democrhashtag
15544,3,0,3,0,1,rt mention ppl quick  bitch about what somebody aint did for em when  time outta  they aint did shit for that person
15545,3,0,2,1,1,rt mention hashtag pau a hoe how u gon play after the trade deadlinehashtag i dislike that guy yea he helped bring two chip but he soft ahashtag
15546,3,1,2,0,1,rt mention mention mention she curved regular nigga daily especially u austin nigga damn yellow ppl hashtag
15547,6,1,5,0,1,rt mention i dont trust nobodyhashtag these bitch fake hashtag these nigga faker hashtag so it not fuck yall id rather just not fuck wihashtag
15548,3,0,3,0,1,rt mention a penis life a sad life his hair is a mess his family is nut neighbor is an asshole best friend is a pussy and owne
15549,3,0,3,0,1,rt mention resisting the urge to smack a bitch httplink
15550,3,0,3,0,1,rt mention bruh this bitch is possessed by the thot demon httplink
15551,3,0,3,0,1,rt mention she used her hair to throw her then kicked her in the head then called her a bitch hashtag httplink
15552,3,0,3,0,1,rt mention that son of a bitch moment when youre walking around the house with sock on and step on a random wet spot
15553,3,0,1,2,2,rt mention wow he basically just told his daughter i want some mocha colored grandbabies hashtag
15554,3,0,3,0,1,rt mention statistic dont lie if you like gun control youre a queer guy hashtag
15555,3,2,1,0,0,rt mention mention mention true i need to sleep to make them gainz bruh so all the hoe stay mirin p alright laterhashtag
15556,3,0,2,1,1,rt mention white girl that talk ghetto youre not cutehashtag
15557,3,0,3,0,1,rt mention girl with anchor tat are hoe
15558,3,1,2,0,1,rt mention i look in the mirror and see a pussy as bitch that sits down when he pee
15559,3,0,3,0,1,rt mention shes a sapiosexual i had a jimmy neutron brain blast showed her im an intellectual and put the pussy on the chainwax
15560,3,0,3,0,1,rt mention mention if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao
15561,3,1,2,0,1,rt mention distance is a fucking bitch
15562,3,0,3,0,1,rt mention mention mention mention mention mention mention mention big booty hoe
15564,3,0,3,0,1,rt mention yeah hashtag definitely arent finishing th in division not this year bitch
15565,3,0,3,0,1,rt mention robin thicke doing too much to get paula back that pussy had to have been hashtag
15566,3,0,3,0,1,rt mention i havent had cable at my crib in a year i dont give a damn bout a tv show like hoe n hip hop
15567,3,0,3,0,1,rt mention man yall hoe gotta chill with this going natural bullshit it only a few who can actually pull it off but the rest hashtag
15568,3,0,3,0,1,rt mention when i saw men saying arguing with woman is gaywhats when i knew yall really try hard for bitch attention who donhashtag
15569,3,0,3,0,1,rt mention random hoe so i heard me httplink
15570,3,0,1,2,2,rt mention i think the clip and thunder wouldve gave the heat a good a wellthe east is just trash
15571,3,0,0,3,2,rt mention oreo cheesecake bite httplink
15572,3,0,0,3,2,rt mention deep fried oreo hashtag httplink
15573,3,0,0,3,2,rt mention oreo drumstick httplink
15574,3,0,0,3,2,rt mention oreo ice cream httplink
15575,3,0,0,3,2,rt mention ultimate chocolate chip cookie n oreo fudge brownie bar httplink
15576,3,0,0,3,2,rt mention oreo cake httplink
15577,3,0,0,3,2,rt mention oreo ice cream cake httplink
15578,3,0,3,0,1,rt mention the nerve of these bitch in champaign
15579,3,0,3,0,1,rt mention these hoe aint loyal httplink
15580,6,0,0,6,2,rt mention  of the world mammal bird reptile amphibian fish vanished between   httplink httplink
15581,3,0,3,0,1,rt mention a relationship is for  hashtag but you know some of you hoe dont know how to count hashtag
15582,3,0,3,0,1,rt mention hashtag mention today at amhashtag bitch do your hw
15583,3,0,0,3,2,rt mention hashtag project that wyoming senator mike enzi will defeat democratic challenger charlie hardy hashtag
15584,3,0,3,0,1,rt mention instagram the only place you can find thirsty hoe and connects at the same time httplink
15585,3,0,3,0,1,rt mention every frat should have gay brother because they pull hella fine bitch to your party sigma alpha epsilon
15586,3,0,3,0,1,rt mention eatin the pussy right and she push you off httplink
15587,3,1,2,0,1,rt mention mention mention let go pick up dat bitch she only  dollar lol hml brogod
15588,3,0,3,0,1,rt mention it cold a penguin pussy
15589,3,0,0,3,2,rt mention how can anyone hate charlie sheen httplink
15590,3,1,2,0,1,rt mention nigga be waiting for these light skin bitch to respond to a dm like httplink
15591,6,1,5,0,1,rt mention this is what happens when nigga gas up ugly bitch httplink
15592,3,0,3,0,1,rt mention hashtag shawty fine breath stankhashtag do da heisman on dat hoe hashtag
15593,3,0,3,0,1,rt mention mention my bad bro dem hoe heat tho hashtag
15594,3,0,3,0,1,rt mention mention why i wa bouta grab dem hoe yeterday outta hook ups hashtag
15595,3,0,3,0,1,rt mention fuck bitchesget money
15596,3,0,3,0,1,rt mention some female make being a hoe look so easy like damn girl dont shit bother yo soul sometimes hashtag
15597,3,0,3,0,1,rt mention that black pussy have nigga sayin anything hashtag
15598,3,1,2,0,1,rt mention can you cunt go  second without talking about weed
15599,3,0,3,0,1,rt mention the goto insult is always to call someone  fat  ugly or  a hoe
15600,3,1,2,0,1,rt mention if you dont text me first we dont text at all thats why youre lonely and single you stupid bitch
15601,3,0,3,0,1,rt mention you curse too much bitch you breathe too much shut the fuck up
15602,3,0,3,0,1,rt mention i miss my bf well i miss limewire sooo shut the fuck up you whiny bitch
15603,3,0,3,0,1,rt mention first i charge my phone then i text your bitch
15604,3,0,3,0,1,rt mention hoe will be hoe
15605,3,0,3,0,1,rt mention how bitch be when soccer player take their shirt off httplink
15606,3,1,2,0,1,rt mention if i got something to say to you ill you until then dont be concerned about my tweet bitch
15607,3,0,3,0,1,rt mention if i had  and my girl had  i would have  be single bc i dnt fuck with broke bitch get your money up
15608,3,0,3,0,1,rt mention if ive ever offended you im sorry that youre a sensitive lil bitch
15609,3,0,3,0,1,rt mention if ive offended you im very sorry that youre a lil bitch with no sense of humor
15610,6,0,5,1,1,rt mention it annoying a hell when girl tweet about bae all day we dont give a fuck bitch bae is somewhere cheating rihashtag
15611,6,1,5,0,1,rt mention these  yr old bitch really got that minimum wage nigga alex thinking about starting a clothing line im done with hashtag
15612,3,0,1,2,2,rt mention today horoscope youre still a hoe that is all have a nice day
15613,3,0,3,0,1,rt mention bitch will argue with you for  min and then be like you know what i aint gonna argue with you bitch what
15614,3,0,3,0,1,rt mention bitch with no tit or as dont even get a hug from me youre one of the boy now you get a handshake
15615,3,0,3,0,1,rt mention i dont give a fuck what my ex is doing bitch isnt my problem anymore
15616,3,0,3,0,1,rt mention im not rude most people are just sensitive little bitch
15617,6,2,4,0,1,rt mention rt if u remember when steve from blue clue left u with that other bitch as nigga joe httplink
15618,3,0,3,0,1,rt mention when bitch talk about their bf  httplink
15619,3,0,3,0,1,rt mention mention bitch doing a keg stand at this party httplink
15620,3,0,2,1,1,rt mention ok seriously fuck the people who slam on their break when the light turn yellow floor that shit bitch
15621,3,0,3,0,1,rt mention i bet i hit that bitch like a game winner
15623,3,0,3,0,1,rt mention nigga stop giving these hoe attention how about retweeting true beauty instead of retweeting these half naked mf
15624,3,0,3,0,1,rt mention mention being a hoe is a talent da why girl put booking info in they bio when they get k follower
15625,3,0,3,0,1,rt mention mention mention one time me and this blind bitch wa watching a movie
15626,3,0,3,0,1,rt mention mention i saw the xxx but i just thought she wa a hoe
15627,3,1,2,0,1,rt mention nigga madd gay rt mention teacher giving nigga pussy and they snitching incredible
15628,9,1,8,0,1,rt mention maury  year old still exposing hoe
15629,3,3,0,0,0,rt mention i wanna sleep but im outside with this nigger lol trying to hang him
15630,3,0,1,2,2,rt mention heard you wa talkin trash like i wouldnt find out httplink
15631,3,0,3,0,1,rt mention mention o didnt know sure he a little bitch valerie jarrett on the other hand you betcha that guy know evehashtag
15632,3,2,0,1,0,rt mention mention well how else will white ppl get u to forget our horrific past other than to paint a pretty picture of hohashtag
15633,3,1,2,0,1,rt mention chile im taking greyhound everywhere from now on yo hoe and bout to fly me into no building or fly me over the bermuda hashtag
15634,3,0,3,0,1,rt mention i have not watched part  of the reunion im so over them hoe i dont even care
15635,3,0,3,0,1,rt mention if you can barely walk in your heel or your dress bitch you are trying to hard
15636,3,0,3,0,1,rt mention teenager have got to be the most disrespectful son of bitch ever i commend all parent it not an easy job
15637,3,0,0,3,2,rt mention i hope i made these pot brownie right httplink
15638,3,0,3,0,1,rt mention if your tweet have never offended anyone then you tweet like a little bitch
15639,3,0,0,3,2,rt mention please win it all this year mention
15640,3,0,1,2,2,rt mention when redneck fool around with the aux cord httplink
15641,3,0,3,0,1,rt mention ugly people taken hashtag nerd taken hashtag hoe taken hashtag everybody taken hashtag me hashtag
15642,3,0,3,0,1,rt mention he really put side bitch contract hashtag httplink
15643,3,0,3,0,1,rt mention lmao i hate that hoe already hashtag httplink
15644,6,0,6,0,1,rt mention lmfao bitch got my phone httplink
15645,3,0,3,0,1,rt mention nigga develop superpower when it come to getting some pussy httplink
15646,3,0,3,0,1,rt mention these th grade hoe aint loyal httplink
15647,3,0,3,0,1,rt mention when u start realizing that bae is a hoe httplink
15648,3,0,3,0,1,rt mention when you get twerk from the thickest bitch in the room httplink
15649,3,2,1,0,0,rt mention white trash warfare pt  httplink hashtag
15650,3,0,3,0,1,rt mention bitch be like im a virgin httplink
15651,3,1,2,0,1,rt mention bitch in middle school be like httplink
15652,3,0,3,0,1,rt mention how to get unlimited pussy in high school httplink
15653,3,3,0,0,0,rt mention pussy as nigga httplink
15654,3,0,3,0,1,rt mention rt if u remember when steve from blue clue left u with that other bitch as nigga joe httplink
15655,6,0,6,0,1,rt mention this bitch at the mall shaped like mr incredible httplink
15656,3,0,0,3,2,rt mention this the i play soccer cheat on girl and wear khaki coloured cargo haircut httplink
15657,3,0,3,0,1,rt mention halloween use to be a holiday for kid it is now national dress like your inner hoe day
15658,3,0,3,0,1,rt mention i hope a bird shit on your face bitch
15659,3,0,3,0,1,rt mention hashtag a bitchhashtag thathashtag new information thanks
15660,3,0,3,0,1,rt mention irrelevant people talk so much shit like who the fuck are you bitch
15661,6,0,6,0,1,rt mention when bae turn out to be a hoe httplink
15662,3,0,3,0,1,rt mention turn up about to be real marriott with my bitch for the weekend mansion tonight adult swim tomorrow hashtag
15663,3,0,3,0,1,rt mention this bitch think she cute and have all the guy over her hunny ur fake asf just like ur weave he dont even like u stfu
15664,3,0,3,0,1,rt mention lady if your pussy sound like this please hit my dm i need you for a science project hashtag httplink
15665,3,1,2,0,1,rt mention her shitty booty as talm about it a prep rally how bitch how what yall preparing for hashtag
15666,3,1,2,0,1,rt mention mention dat nigga lame bro he unfollowed me like a bitch
15667,6,2,4,0,1,rt mention bos nigga fuk wit bos bitch vice versa
15668,3,2,1,0,0,rt mention im a get money nigga so da hoe love me
15669,3,0,3,0,1,rt mention if u wife a bitch den she represent uso dnt wife da wrong bitch
15670,3,0,3,0,1,rt mention if more den  nigga can say dey fuked yo bitch u shuldnt be cuffin her hashtag
15671,6,0,6,0,1,rt mention lame bitch always wanna try  play a real nigga like a lame bitch da how u get treated n cut loosehashtag
15672,3,0,3,0,1,rt mention oso told me when his dread get longer he just gone pop up and fuck nigga bitch lmao
15673,3,0,3,0,1,rt mention you tell me im beautiful like you tell every other bitch come on sir hashtag
15674,3,0,3,0,1,rt mention stevie j turned a hoe hashtag a housewifehashtag and nikko turned a housewifehashtag into a hoehashtag i swear this shit can happen
15675,3,0,0,3,2,rt mention the racist are mention and it crew of anchor not right wing folk mention mock mixed gop kid httplink
15678,3,0,3,0,1,rt mention whats wrong with these bitch breh httplink
15679,3,1,2,0,1,rt mention these hoe woozy
15680,3,1,2,0,1,rt mention rt hashtag mention fuck u bitch hope i dont see u bitch cuz i would love for u to tell me to my fachashtag
15681,3,0,3,0,1,rt mention mention mention bitch lover the word quality because they quality bitch
15682,3,0,1,2,2,rt mention mention im not even ghetto
15683,3,0,3,0,1,rt mention bitch be like fuck pony but pony ve like fuck bitch
15684,3,0,3,0,1,rt mention that hoe wanta 
15685,3,0,3,0,1,rt mention yes im judging you by the way you dress bitch
15686,3,0,0,3,2,rt mention a day without laughter is a day wasted charlie chaplin
15687,3,0,3,0,1,rt mention hoe will be hoe
15688,3,0,1,2,2,rt mention new sign up at mong kok protest site say fight for democracy and oppose the communist to have a future httplink
15689,3,0,3,0,1,rt mention im gonna make this math test my bitch tomorrow
15691,3,0,0,3,2,rt mention everytime i see nelson agholor make a play i want to puke kid shouldve been a gator thanks charlie cheeseburger
15692,3,1,2,0,1,rt mention asking the govt to cure healthcare is like asking retard to cure down
15693,3,0,0,3,2,rt mention conan obrien mock the new call of duty game while getting killed repeatedly httplink
15694,3,0,3,0,1,rt mention congressman office admits hell yeah benihana up in this bitch tweet wa a mistake httplink
15695,3,0,3,0,1,rt mention somewhere out there a redneck is jerking off with a hand hell lose in a firework accident tomorrow
15696,3,0,3,0,1,rt mention yall gotta stop pumping these ugly hoe head up hashtag
15697,3,0,3,0,1,rt mention dont no woman want a man that act like a bitch
15698,3,0,3,0,1,rt mention i asked dis bitch to get me water  min ago where dafuq is it
15699,3,0,3,0,1,rt mention my uncle taught me abt sex he said the bird fuck the bee then he told me he banged a girl so hard her freckle chashtag
15700,3,0,3,0,1,rt mention if ur  and still need ur parent permission to do stuff ur a little bitch hashtag
15701,3,0,3,0,1,rt mention these water challenge are retarded a fuck
15702,3,0,3,0,1,rt mention hoe i got several they  or better hashtag
15703,3,0,3,0,1,rt mention have a seat drunk bitch hashtag httplink
15704,3,0,3,0,1,rt mention if i hit you wit that shottie bitch i bet ya body flip hashtag
15705,3,0,3,0,1,rt mention so before you wear a thong get yo pussy in check
15706,3,0,3,0,1,rt mention nigga dont mind sharing hoe
15707,3,0,3,0,1,rt mention dumb bitch httplink
15708,3,0,3,0,1,rt mention this bitch came to the club with a broken neck bitch you serious httplink
15709,3,0,0,3,2,rt mention trassshhh rt mention them  that come out this weekend so trash
15710,3,0,0,3,2,rt mention mariano rivera now ha a street outside yankee stadium named after him which giant have also had similar honor httplink
15711,3,0,3,0,1,rt mention real men ask for nude correction pussy as bitch ask for nude real men are out there working for woman actually hhashtag
15712,3,0,0,3,2,rt mention reason to be a mermaid no period no pant perfect hair u get to lure men into their death also free clamhashtag
15713,3,0,3,0,1,rt mention talkin bout the next bitch but you aint bout shit
15714,6,0,6,0,1,rt mention mention you slay that bitch
15715,3,0,1,2,2,rt mention the crow warned you to stay away from the island will you the soul collector httplink hashtag httplink
15716,3,0,3,0,1,rt mention when ya broke only real bitch stick around
15717,3,0,0,3,2,rt mention oreo frappuccino httplink
15718,3,0,3,0,1,rt mention chief keef changed the rap game when he said bitch im cooler than a cooler
15719,3,0,3,0,1,rt mention when lil wayne said even deaf bitch say hi to me she tell a blind bitch and she say i gotta see my headphone juhashtag
15720,6,2,4,0,1,rt mention when wale saidnvm that nigga trash
15721,3,0,3,0,1,rt mention if a bitch could be okay with fucking a man knowing he ha a girl shes a hoe thats it
15722,3,0,3,0,1,rt mention smack a bitch no filter
15723,3,0,0,3,2,rt mention yep steve spurrier just sorta compared alabama to the yankee theyve ny got the biggest payroll they dont win everhashtag
15724,3,0,3,0,1,rt mention tyga make you think about fucking a bunch of bad bitch jcole make you motivated drake make you wanna think abouhashtag
15725,3,0,3,0,1,rt mention catch a bitch snitch my finger itchin on the switch
15726,3,0,3,0,1,rt mention lil stupid as bitch i dont fuck with youhashtag
15727,3,0,3,0,1,rt mention also just because you suck dick doesnt mean you have to act like a faggot
15728,3,0,1,2,2,rt mention only retard and dad roll lawful good
15729,3,0,3,0,1,rt mention hashtag hoe be in everybody clothes and got the nerve to take a picture man that shit crazy
15730,6,0,6,0,1,rt mention hashtag mention stop explaining yo self sorry as bitch dont nobody care hashtag you sound spicy
15731,3,0,3,0,1,rt mention i peep a lot of shit and i just laugh cause these hoe some actor
15732,3,0,3,0,1,rt mention it two different thing you hoe should know because a lot of you hoe think yal know me
15733,3,0,3,0,1,rt mention nigga loose they down bitch for a bitch who down to snitch hashtag
15734,3,0,1,2,2,rt mention charlie sheen slam rihanna for rejecting his fiancee youhashtag a rude hashtag with bad wig httplink
15735,3,2,1,0,0,rt mention hashtag rt mention tight pant and loud color you look like a fag hashtag
15736,3,1,2,0,1,rt mention you know these hoe wishy washy
15737,3,0,3,0,1,rt mention hashtag rt hashtag when you and your boy discover a hoe httplink
15738,3,0,3,0,1,rt mention im tired of fat hoe calling themselves thick bitch yo fat as cant even bend over and touch your toe withou
15739,3,0,0,3,2,rt mention my mind is so clear a bird just crashed into the side of my head
15740,3,1,2,0,1,rt mention lmfaoooooooooo trash as falcants rt mention lmfaooooooooooo ya stink mention
15741,3,0,2,1,1,rt mention all bitch is crazy
15742,3,0,1,2,2,rt mention riff raff is trash
15743,6,0,6,0,1,rt mention when you see bae retweet or mention some hoe httplink
15744,3,0,0,3,2,rt mention i wa already  when jeter arrived so i had plenty of hashtag memory but next year is going to be very odd indeed
15745,3,0,3,0,1,rt mention u tell u you fuckin barbarian rt mention doe pussy juice really help ya beard grow
15746,3,1,2,0,1,rt mention drake said it best when he said nigga act more like bitch these day
15747,3,0,3,0,1,rt mention ihashtag a bitch youhashtag a bitch your momhashtag a bitch for having a bitch your dadhashtag a bitch for fucking a bitch now whohashtag thashtag
15748,4,0,4,0,1,rt mention i hate when bitch brag bout how they bf put it down then they single hashtag
15749,3,1,2,0,1,rt mention kill em all at once i say rt hashtag the world will be a better place when bitch like her dy lonely httplink
15750,3,0,3,0,1,rt mention gucci you conceited bitch i might be cause my chain so bright stevie wonder might see
15751,6,0,6,0,1,rt mention hashtag bitch wasnt ready hashtag
15752,3,0,1,2,2,rt mention mention tell him that you chose a not to trash the environment while trying to save it like a hypocritical douchashtag
15753,3,0,3,0,1,rt mention tired of dealing with these hoe but my dick not hashtag
15754,3,0,3,0,1,rt mention hoe use theit just happened excuse a a mean to cope wit them being a ho they make it seem a if they had no control ohashtag
15755,3,0,3,0,1,rt mention thats how nigga get cheated on she lie in ur face bc she in denial about her hoe action but she tell her homegirl ithashtag
15756,3,0,3,0,1,rt mention woman think they are angel so they be in denial about their own hoe action dont fall into their facade see past the bhashtag
15757,3,0,3,0,1,rt mention bullying doesnt existbitch as people exist if you dont stand the fuck up for yourself stop being a pussy
15758,3,0,3,0,1,rt mention flirting with bitch on twitter like httplink
15759,6,0,6,0,1,rt mention one loyal girlfriend is worth more than a hundred hoe
15760,3,0,3,0,1,rt mention scientist recently discovered that bitch do in fact be trippin
15761,3,0,3,0,1,rt mention once bitch get the d httplink
15762,3,0,3,0,1,rt mention hashtag esj got some ugly hoe yeah and them leon g student aint making no better  of em fuglyhashtag you aint lyihashtag
15763,3,0,3,0,1,rt mention this bitch possessed by the thot demon httplink
15764,3,0,3,0,1,rt mention alot of good girl made a twitter became a hoe for the attention they dont receive from their father
15765,3,0,3,0,1,rt mention mannn these hoe for everybody other word dont love these hoe especially at famu
15766,3,0,3,0,1,rt mention all these hoe want is sum good dick attention all hbcu
15767,3,0,3,0,1,rt mention am i the only nigga that fucked a virgin expecting her to scream she wasnt even moaningbitch you not a virgin fahashtag
15768,3,0,3,0,1,rt mention i got some bomb dick from a alpha a q  kappa a iota two professor all in the same month im not a hoei just sayhashtag
15769,3,0,1,2,2,rt mention i guess my confession trash because none of them got posted famu
15770,3,0,3,0,1,rt mention i know if my bf break up w me ill become the biggest hoe of all time probably fuck anyone who look my way bc id be shashtag
15771,3,0,3,0,1,rt mention my body count went from  to  in one semester im not a hoe just love sex famu
15772,3,0,3,0,1,rt mention sigma love to eat pussy at their juice party famu
15773,3,0,3,0,1,rt mention so my homegirl fucked this alpha but little doe she know shes just sloppy second how my pussy taste famu
15774,3,0,3,0,1,rt mention u dyke get more play than most nigga famu
15775,3,0,3,0,1,rt mention track girl have the best pussy bethunecookman
15776,3,0,0,3,2,rt mention whats that bright yellow thing the ref just showed to martin indi i cant remember seeing one of those before hashtag
15777,3,0,3,0,1,rt mention today is the only day you hoe get a pas for being a foolhashtag
15778,3,1,2,0,1,rt mention hashtag yall say why you dating lil girl like mature hoe just on a rampage outsidehashtag
15779,3,0,3,0,1,rt mention mention i just fucked yo bitch bruh i tried not to tho
15780,3,1,2,0,1,rt mention mention aye g i fucked yo bitch again by mistake
15781,3,0,3,0,1,rt mention mention them klutzy bitch
15782,3,0,3,0,1,rt mention cause bitch im tae hashtag
15783,3,2,1,0,0,rt mention mf still in the same spot a yrs ago beefing with the same nighas sleeping with the same hoe eating from the same restauhashtag
15784,3,0,3,0,1,rt mention on my mama yous a hoe omm yous a bitch omm if you get in a jam i bet you snitch omm hashtag
15785,3,0,3,0,1,rt mention pull up like look at my shoe bitch hashtag
15786,3,0,1,2,2,rt mention rahals an idiot second time this year he wrecked someone under yellow
15787,3,1,2,0,1,rt mention it okay for michael sam to mock manziel but if johnny mocked sam by pretending to have a dick in his mouth hed get ahashtag
15788,3,1,2,0,1,rt mention mention fucking faggot they thirsty for eachother they probably fuck behind redemption
15789,3,0,3,0,1,rt mention mention those rich son of bitch too gready smh
15790,3,0,3,0,1,rt mention rt if u remember when steve from blue clue left u with that other bitch as nigga joe httplink
15791,3,0,3,0,1,rt mention every day i thank my nigga jesus for hot wing and my uncanny ability to tend to these bitch
15792,3,1,2,0,1,rt mention hashtag last night wa cool until nigga wa more worried bout u than bitcheshashtags like that all the time
15793,3,0,3,0,1,rt mention love one of you bucket headed hoe noway
15794,3,0,3,0,1,rt mention bruh why am i always sooooooooooooooo tired but i never sleep im like a new specie of retard no disrespect
15795,3,0,3,0,1,rt mention i wonder when it got attractive to be a huge bitch
15796,3,0,3,0,1,rt mention mention we all know this nigga a bitch nigga got nerve on twitter
15797,3,0,3,0,1,rt mention charlie sheen is a fucking bos httplink
15798,3,0,3,0,1,rt mention majority of these female yall gassing selling pussy prostituting escorting trick all that dont be fooled hashtag
15799,6,0,6,0,1,rt mention i often try to help someone out if i cant decide whether i want to like their insta pic like ehh ill throw this bitch hashtag
15800,3,0,3,0,1,rt mention i think im addicted to naked picture and sit talking bout bitch that we almost hadhashtag
15801,3,0,3,0,1,rt mention kamehamehaaaaaaa bitch
15802,3,0,3,0,1,rt mention rt mention hashtag word rt mention having zero hoe hashtag
15803,3,0,1,2,2,rt mention mention mention mention mention ik vraag me al maanden af hoe de nl pers zich al een stel hoeren is gaan gehashtag
15804,3,0,0,3,2,rt mention mention i just found an oreo in my pocket is it yours thanks for looking after it xx
15805,6,0,0,6,2,rt mention a bird pooped on me
15806,6,0,0,6,2,rt mention it wa all yellow httplink
15807,3,0,0,3,2,rt mention on this hashtag the cry never again is absent and mock our pledge to hashtag the fallen from ancient anhashtag
15808,3,1,2,0,1,rt mention party of racist just elected a black dude in the south the party of war on woman just elected first ever woman in redneckhashtag
15809,3,0,2,1,1,rt mention when im pissed i either go merit scholar and use big word or i go ghetto fabulous and talk like im trashy either way ihashtag
15810,3,0,3,0,1,rt mention cause lord know if another bitch call yo nigga handsome and he entertain it all hell gonna break loose
15811,3,0,3,0,1,rt mention someone at the building next door is taunting me by having a grill going at  i think id cut a bitch for a sausagehashtag
15812,3,0,3,0,1,rt mention it amazes me how simple it is for girl to be insane bitch when itd be just a easy for them to be normal sane gehashtag
15813,3,0,3,0,1,rt mention i know how in the moment people can be especially guy so excuse me for not trusting you being fucked up around hoe
15814,6,2,4,0,1,rt mention i dont like girl thatve been around hashtag nigga really be cuffin community pussy
15815,3,0,3,0,1,rt mention hashtag hashtag mention it go to her egohashtag and her head bc it sholl is bighashtag bye bitch
15816,3,3,0,0,0,rt mention fuck islam you pigfucking trash troll mention mention mention
15818,3,0,3,0,1,rt mention my boyfriend isnt allowed to give a girl his jacket that hoe know damn well what channel the weather is on she couhashtag
15819,6,2,4,0,1,rt mention facebook need these  button dislike who care are you retarded
15820,3,0,3,0,1,rt mention if my joke offend you  im sorry  it wont happen again    are lie  youre a pussy  your mom hate youhashtag
15821,3,1,2,0,1,rt mention if my tweet offend you  stop being a sensitive pussy  fuck your feeling
15822,3,0,3,0,1,rt mention math city bitch math math city bitch math city bitch math math city bitch    and  equal  bitch
15823,6,1,5,0,1,rt mention pop a molly why dont some of you hoe start popping birth control
15824,3,0,3,0,1,rt mention saying bitch after proving your point
15825,6,0,6,0,1,rt mention the nicer you are the easier youre hurt so just be a bitch
15826,3,0,2,1,1,rt mention ugly people taken hashtag nerd taken hashtag hoe taken hashtag everybody taken hashtag me hashtag
15827,3,0,3,0,1,rt mention hashtag rolling backpack get all the bitch
15828,3,0,3,0,1,rt mention too many good single girl too many hoe taken
15829,3,0,3,0,1,rt mention i could be such a bitch right now but ill restrain myselfhashtag
15830,3,0,2,1,1,rt mention bitch eat mad beefdrink henny and do the shmoney dance thats why they pussy always stink
15831,3,0,3,0,1,rt mention the fuuuck happened to her rt mention aint nothin worse than a bad bitch that lost it hashtag httplink
15832,3,0,0,3,2,rt mention when i wa little i remember laying horrified in bed a hand puppet held a mock trial convicting me of putting my hand up thhashtag
15833,9,0,9,0,1,rt mention hairy pussy bitch you the type that got herps
15834,6,0,6,0,1,rt mention love a bitch that never act hollywood
15835,3,0,0,3,2,rt mention yankee shouldnt even bother to show up to boston man just fold the franchise cancel baseball
15836,3,1,2,0,1,rt mention i suck a giant dick i suck a skinny dick hashtag i suck a faggot dick i suck a nigger dick hashtag i suck the dick that remind mehashtag
15837,3,0,0,3,2,rt mention  yo me totally understood twin peak  yo me cant seem to follow these the great outdoors goldfish cracker hashtag
15838,3,0,3,0,1,rt mention i think most men cheat because theyre addicted to that new pussy smell
15839,3,0,3,0,1,rt mention the nae nae got to the white ppl it too late hashtag hashtag lmao they ate this hoe stonnaaaaa hashtag hashtag httplink
15840,3,1,2,0,1,rt mention hashtag chief keef is trashhashtagm glad someone said it
15841,3,0,3,0,1,rt mention mention mention mention mention low key miss you bitcheshashtag
15842,3,0,2,1,1,rt mention mention me and my grandma got to tweakin hoe httplinkshe turnt
15843,3,0,3,0,1,rt mention bitch you better play w this d i i i i i i i i i i c k
15844,3,0,3,0,1,rt mention mention ugh i fuckin hate when this bitch dont answer my call ewwwwwww mention ugh i hate her asshashtag
15845,3,0,3,0,1,rt mention im on go so bitch tread carefully
15846,3,1,2,0,1,rt mention i cant stand this dumb fucking bitch
15847,3,0,0,3,2,rt mention i am that horrible friend who read your text then put the phone down to do something and forgets to reply until  hohashtag
